mandal,date,year,month,week,rainfall,temp_min,temp_max,humidity_min,humidity_max
Amrabad,2023-06-11,2023,Jun,23,2.0,23.88571428571428,34.45714285714286,38.81428571428571,80.94285714285715
Amrabad,2023-06-18,2023,Jun,24,1.214285714285714,23.98571428571429,34.95714285714286,32.32857142857143,77.67142857142858
Amrabad,2023-06-25,2023,Jun,25,4.128571428571429,23.04285714285714,33.12857142857143,48.75714285714286,92.52857142857144
Amrabad,2023-07-02,2023,Jul,26,2.1,22.22857142857143,31.24285714285714,57.02857142857142,94.54285714285713
Amrabad,2023-07-09,2023,Jul,27,1.328571428571429,21.87142857142857,31.27142857142857,58.85714285714285,96.81428571428572
Amrabad,2023-07-16,2023,Jul,28,0.4428571428571429,22.22857142857143,30.7,59.55714285714286,95.84285714285714
Amrabad,2023-07-23,2023,Jul,29,4.371428571428572,20.87142857142857,26.37142857142857,80.92857142857143,98.85714285714286
Amrabad,2023-07-30,2023,Jul,30,7.985714285714286,21.81428571428571,26.0,82.95714285714287,99.57142857142857
Amrabad,2023-08-06,2023,Aug,31,0.05714285714285715,22.47142857142857,29.18571428571429,71.37142857142858,98.38571428571429
Amrabad,2023-08-13,2023,Aug,32,0.0,21.98571428571429,31.3,58.5,93.88571428571429
Amrabad,2023-08-20,2023,Aug,33,1.142857142857143,21.64285714285714,29.44285714285714,62.95714285714286,97.24285714285715
Amrabad,2023-08-27,2023,Aug,34,0.3714285714285714,22.35714285714286,31.32857142857143,57.42857142857143,96.54285714285713
Amrabad,2023-09-03,2023,Sep,35,3.471428571428572,22.2,32.82857142857143,49.55714285714286,98.5
Amrabad,2023-09-10,2023,Sep,36,12.3,21.2,27.57142857142857,75.10000000000001,100.0
Amrabad,2023-09-17,2023,Sep,37,4.785714285714286,22.05714285714286,28.8,69.52857142857142,100.0
Amrabad,2023-09-24,2023,Sep,38,1.471428571428572,21.72857142857143,30.18571428571429,64.28571428571429,99.39999999999999
Amrabad,2023-10-01,2023,Oct,39,2.714285714285714,21.38571428571428,30.28571428571428,67.9857142857143,100.0
Amrabad,2023-10-08,2023,Oct,40,1.214285714285714,20.12857142857143,31.0,53.52857142857142,100.0
Amrabad,2023-10-15,2023,Oct,41,0.0,19.97142857142857,32.62857142857143,41.3,100.0
Amrabad,2023-10-22,2023,Oct,42,0.0,18.95714285714286,32.57142857142857,38.58571428571429,98.95714285714287
Amrabad,2023-10-29,2023,Oct,43,0.02857142857142857,15.77142857142857,31.51428571428571,30.97142857142857,92.72857142857143
Amrabad,2023-11-05,2023,Nov,44,0.0,20.2,30.8,54.47142857142858,100.0
Amrabad,2023-11-12,2023,Nov,45,2.128571428571429,19.22857142857143,29.72857142857143,59.81428571428571,100.0
Amrabad,2023-11-19,2023,Nov,46,0.0,17.35714285714286,30.21428571428572,47.31428571428571,100.0
Amrabad,2023-11-26,2023,Nov,47,0.3571428571428572,19.45714285714286,29.2,60.95714285714286,100.0
Amrabad,2023-12-03,2023,Dec,48,0.0,19.07142857142857,29.77142857142857,53.11428571428571,98.42857142857143
Amrabad,2023-12-10,2023,Dec,49,5.100000000000001,18.41428571428571,26.02857142857143,69.91428571428571,98.01428571428572
Amrabad,2023-12-17,2023,Dec,50,0.0,14.77142857142857,26.68571428571429,53.05714285714286,100.0
Amrabad,2023-12-24,2023,Dec,51,0.0,13.75714285714286,25.92857142857143,56.48571428571428,100.0
Amrabad,2023-12-31,2023,Dec,52,0.0,14.98571428571429,30.1,43.3,99.98571428571428
Devarakonda,2018-01-07,2018,Jan,1,0.0,14.39285714285714,30.64285714285714,28.52857142857143,81.98571428571428
Devarakonda,2018-01-14,2018,Jan,2,0.0,15.1,30.27142857142857,32.0,75.11428571428571
Devarakonda,2018-01-21,2018,Jan,3,0.0,14.61428571428571,31.19285714285714,27.91428571428571,80.37142857142858
Devarakonda,2018-01-28,2018,Jan,4,0.0,14.22142857142857,31.3,26.15714285714285,82.03571428571429
Devarakonda,2018-02-04,2018,Feb,5,0.0,12.64285714285714,31.32857142857143,18.10714285714286,68.17142857142856
Devarakonda,2018-02-11,2018,Feb,6,0.0,17.37857142857143,32.09285714285714,22.65714285714285,72.67142857142856
Devarakonda,2018-02-18,2018,Feb,7,0.0,17.32142857142857,31.46428571428572,30.41428571428571,78.38571428571429
Devarakonda,2018-02-25,2018,Feb,8,0.0,16.12142857142857,33.52857142857142,20.60714285714286,72.17857142857143
Devarakonda,2018-03-04,2018,Mar,9,0.0,17.27857142857143,35.95,10.27142857142857,50.87142857142857
Devarakonda,2018-03-11,2018,Mar,10,0.0,17.61428571428571,37.04285714285714,10.33571428571429,59.37857142857143
Devarakonda,2018-03-18,2018,Mar,11,2.535714285714286,20.8,34.92857142857143,27.67857142857143,80.10000000000001
Devarakonda,2018-03-25,2018,Mar,12,0.0,21.82142857142857,36.87142857142857,15.85714285714286,70.32857142857144
Devarakonda,2018-04-01,2018,Apr,13,2.128571428571429,22.95714285714286,37.78571428571428,18.93571428571429,79.0
Devarakonda,2018-04-08,2018,Apr,14,4.721428571428571,22.65,36.88571428571429,34.50714285714286,83.47857142857143
Devarakonda,2018-04-15,2018,Apr,15,0.0,23.77142857142857,36.75714285714286,28.08571428571429,77.33571428571429
Devarakonda,2018-04-22,2018,Apr,16,0.0,25.85714285714286,39.01428571428572,29.05714285714286,62.59285714285714
Devarakonda,2018-04-29,2018,Apr,17,3.364285714285714,25.03571428571428,40.47142857142858,26.69285714285714,76.72857142857143
Devarakonda,2018-05-06,2018,May,18,2.892857142857143,25.77142857142857,39.96428571428572,39.16153846153846,79.55384615384615
Devarakonda,2018-05-13,2018,May,19,0.0,26.82857142857143,40.3,22.9,68.52142857142857
Devarakonda,2018-05-20,2018,May,20,0.3428571428571429,26.35714285714286,39.67142857142857,26.18571428571429,65.29285714285714
Devarakonda,2018-05-27,2018,May,21,0.0,27.84285714285715,39.81428571428571,30.43571428571429,61.29285714285714
Devarakonda,2018-06-03,2018,Jun,22,8.049999999999999,26.05714285714286,39.26428571428572,36.65714285714286,74.38571428571429
Devarakonda,2018-06-10,2018,Jun,23,7.142857142857143,24.65,34.80714285714286,51.85714285714285,89.45714285714287
Devarakonda,2018-06-17,2018,Jun,24,0.0,26.93571428571429,35.59285714285714,39.32142857142857,67.68571428571428
Devarakonda,2018-06-24,2018,Jun,25,1.785714285714286,26.20714285714286,35.50714285714286,38.02857142857142,70.31428571428572
Devarakonda,2018-07-01,2018,Jul,26,0.0,25.95,34.73571428571429,39.83571428571429,65.93571428571428
Devarakonda,2018-07-08,2018,Jul,27,3.814285714285714,25.19285714285714,34.06428571428571,40.95,75.6857142857143
Devarakonda,2018-07-15,2018,Jul,28,7.578571428571428,23.61428571428572,29.43571428571429,66.70714285714286,93.94285714285715
Devarakonda,2018-07-22,2018,Jul,29,0.1,25.22142857142857,31.95,58.37142857142857,73.92857142857143
Devarakonda,2018-07-29,2018,Jul,30,0.3428571428571429,25.26428571428571,33.78571428571428,46.61428571428571,72.85714285714286
Devarakonda,2018-08-05,2018,Aug,31,0.7999999999999999,25.13571428571428,34.49285714285715,44.80714285714286,86.21428571428571
Devarakonda,2018-08-12,2018,Aug,32,5.457142857142857,24.65,32.52857142857142,49.98571428571428,77.76428571428572
Devarakonda,2018-08-19,2018,Aug,33,0.9071428571428571,24.39285714285714,29.95,68.83571428571429,89.27857142857144
Devarakonda,2018-08-26,2018,Aug,34,2.3,23.85714285714286,30.54285714285714,63.09285714285714,85.39285714285714
Devarakonda,2018-09-02,2018,Sep,35,0.06428571428571428,24.22142857142857,33.03571428571428,50.29285714285714,75.84285714285714
Devarakonda,2018-09-09,2018,Sep,36,0.0,24.08571428571429,33.79285714285714,43.53571428571428,67.86428571428571
Devarakonda,2018-09-16,2018,Sep,37,2.335714285714286,23.49285714285714,35.64285714285715,40.4,90.85714285714286
Devarakonda,2018-09-23,2018,Sep,38,13.7,23.12857142857143,32.57857142857143,52.49285714285714,94.92142857142858
Devarakonda,2018-09-30,2018,Sep,39,1.757142857142857,23.5,33.87142857142857,51.33571428571429,96.3
Devarakonda,2018-10-07,2018,Oct,40,0.8222222222222223,22.50555555555556,33.68333333333333,48.84444444444445,95.01111111111112
Devarakonda,2018-10-14,2018,Oct,41,0.0,21.51428571428571,34.72857142857143,35.05714285714286,75.20714285714287
Devarakonda,2018-10-21,2018,Oct,42,1.428571428571429,22.65,33.73571428571429,41.08571428571429,92.40714285714286
Devarakonda,2018-10-28,2018,Oct,43,0.0,19.52857142857143,34.22857142857143,29.22142857142857,78.62857142857142
Devarakonda,2018-11-04,2018,Nov,44,0.0,20.28571428571428,32.85,34.72142857142858,80.5
Devarakonda,2018-11-11,2018,Nov,45,0.0,19.08571428571429,33.75714285714286,34.90714285714286,85.47857142857143
Devarakonda,2018-11-18,2018,Nov,46,0.0,18.36428571428572,33.37857142857143,28.25714285714286,73.85714285714286
Devarakonda,2018-11-25,2018,Nov,47,0.0,20.25714285714286,32.26428571428571,36.81428571428571,82.40714285714286
Devarakonda,2018-12-02,2018,Dec,48,0.0,15.35,30.9,26.91428571428571,73.01428571428572
Devarakonda,2018-12-09,2018,Dec,49,0.0,20.32857142857143,30.52142857142857,45.87142857142857,85.34285714285714
Devarakonda,2018-12-16,2018,Dec,50,0.0,19.85714285714286,31.15,40.51428571428572,88.12142857142858
Devarakonda,2018-12-23,2018,Dec,51,0.03571428571428571,16.82857142857143,26.2,49.92142857142857,92.23571428571428
Devarakonda,2018-12-30,2018,Dec,52,0.0,16.43571428571429,30.82142857142857,33.05,78.87857142857142
Devarakonda,2019-01-06,2019,Jan,1,0.0,11.44285714285714,29.81428571428571,21.09285714285715,71.24285714285715
Devarakonda,2019-01-13,2019,Jan,2,0.0,13.48571428571429,30.50714285714286,25.93571428571429,81.25714285714285
Devarakonda,2019-01-20,2019,Jan,3,0.0,14.22142857142857,30.59285714285715,26.98571428571429,82.62857142857142
Devarakonda,2019-01-27,2019,Jan,4,1.307142857142857,17.08571428571429,30.81428571428571,34.25714285714286,90.62857142857142
Devarakonda,2019-02-03,2019,Feb,5,5.735714285714286,16.06428571428571,27.17857142857143,49.25714285714286,94.84285714285714
Devarakonda,2019-02-10,2019,Feb,6,0.0,19.1,31.2,32.01428571428571,79.77142857142857
Devarakonda,2019-02-17,2019,Feb,7,0.0,19.71428571428572,32.6,28.90714285714285,90.75
Devarakonda,2019-02-24,2019,Feb,8,0.0,20.59285714285715,35.48571428571428,27.00714285714286,80.06428571428572
Devarakonda,2019-03-03,2019,Mar,9,0.0,21.55714285714286,35.10714285714285,30.32142857142857,77.79285714285713
Devarakonda,2019-03-10,2019,Mar,10,0.0,21.63571428571428,36.95,21.80714285714286,78.80714285714285
Devarakonda,2019-03-17,2019,Mar,11,0.0,21.57857142857143,37.80714285714286,15.98571428571429,59.01428571428572
Devarakonda,2019-03-24,2019,Mar,12,0.0,21.86428571428572,36.42142857142857,25.3,72.23571428571428
Devarakonda,2019-03-31,2019,Mar,13,0.0,23.46428571428572,38.45714285714286,15.64285714285714,63.74285714285714
Devarakonda,2019-04-07,2019,Apr,14,0.0,25.22142857142857,39.68571428571429,15.05714285714286,59.85
Devarakonda,2019-04-14,2019,Apr,15,0.5714285714285714,24.4,39.88571428571429,17.97142857142857,75.98571428571428
Devarakonda,2019-04-21,2019,Apr,16,1.628571428571429,24.47142857142857,38.97857142857143,22.45,65.10714285714286
Devarakonda,2019-04-28,2019,Apr,17,0.1071428571428571,24.80714285714286,38.98571428571428,19.89285714285714,65.37142857142858
Devarakonda,2019-05-05,2019,May,18,0.0,27.66428571428571,40.55714285714286,16.45714285714286,49.38571428571429
Devarakonda,2019-05-12,2019,May,19,0.4142857142857143,29.15714285714285,42.37857142857143,10.4,43.38571428571429
Devarakonda,2019-05-19,2019,May,20,0.1071428571428571,29.48571428571429,41.38571428571429,27.95,68.31428571428572
Devarakonda,2019-05-26,2019,May,21,0.0,30.40714285714285,42.45714285714286,25.06428571428571,61.32142857142857
Devarakonda,2019-06-02,2019,Jun,22,0.0,30.29166666666667,42.09166666666667,25.91666666666667,64.85833333333333
Devarakonda,2019-06-09,2019,Jun,23,7.314285714285715,27.05714285714286,39.3,41.15714285714286,83.94285714285715
Devarakonda,2019-06-16,2019,Jun,24,0.0,28.18571428571428,38.14285714285715,33.97142857142858,62.64285714285715
Devarakonda,2019-06-23,2019,Jun,25,3.514285714285715,27.8,37.32857142857143,32.81428571428571,70.04285714285714
Devarakonda,2019-06-30,2019,Jun,26,1.4,26.62857142857143,34.91428571428571,49.27142857142857,80.44285714285715
Devarakonda,2019-07-07,2019,Jul,27,0.09999999999999999,26.51428571428571,33.65714285714286,48.17142857142857,79.14285714285714
Devarakonda,2019-07-14,2019,Jul,28,0.2428571428571429,26.81428571428571,36.37142857142857,41.82857142857143,72.6
Devarakonda,2019-07-21,2019,Jul,29,14.02857142857143,25.42857142857143,35.65714285714286,45.07142857142857,85.5
Devarakonda,2019-07-28,2019,Jul,30,3.542857142857143,25.55714285714286,32.37142857142857,58.48571428571428,90.52857142857144
Devarakonda,2019-08-04,2019,Aug,31,2.957142857142858,24.55714285714286,29.24285714285714,72.8,94.38571428571429
Devarakonda,2019-08-11,2019,Aug,32,2.214285714285714,25.18571428571429,31.44285714285715,64.01428571428572,86.38571428571429
Devarakonda,2019-08-18,2019,Aug,33,2.571428571428572,25.44285714285714,34.12857142857143,53.4,84.39999999999999
Devarakonda,2019-08-25,2019,Aug,34,3.100000000000001,24.75714285714286,33.12857142857143,57.47142857142858,86.22857142857143
Devarakonda,2019-09-01,2019,Sep,35,7.114285714285714,24.38571428571428,33.7,48.21428571428572,79.18571428571428
Devarakonda,2019-09-08,2019,Sep,36,0.7571428571428571,24.47142857142857,30.14285714285714,69.68571428571428,88.07142857142857
Devarakonda,2019-09-15,2019,Sep,37,1.166666666666667,24.61666666666666,32.46666666666667,55.54166666666666,82.10833333333333
Devarakonda,2019-09-22,2019,Sep,38,11.22857142857143,24.57857142857143,32.52857142857142,63.42857142857143,93.79285714285713
Devarakonda,2019-09-29,2019,Sep,39,5.8,23.64285714285714,32.77857142857142,68.84285714285714,96.85714285714286
Devarakonda,2019-10-06,2019,Oct,40,9.271428571428572,23.22857142857143,34.2,59.32142857142857,96.23571428571428
Devarakonda,2019-10-13,2019,Oct,41,7.014285714285713,22.92857142857143,33.62857142857143,62.28571428571428,98.11428571428571
Devarakonda,2019-10-20,2019,Oct,42,1.8,23.6,31.54285714285714,71.5,97.42857142857143
Devarakonda,2019-10-27,2019,Oct,43,9.8,22.94285714285714,30.65714285714285,71.89999999999999,97.62857142857142
Devarakonda,2019-11-03,2019,Nov,44,1.128571428571429,22.6,31.25714285714286,70.51428571428572,97.72857142857143
Devarakonda,2019-11-10,2019,Nov,45,0.0,20.81428571428571,33.07142857142857,48.64285714285715,95.87142857142858
Devarakonda,2019-11-17,2019,Nov,46,0.0,20.15714285714285,31.48571428571428,49.28571428571428,92.44285714285715
Devarakonda,2019-11-24,2019,Nov,47,0.0,19.11428571428572,31.65714285714285,47.51428571428572,93.94285714285715
Devarakonda,2019-12-01,2019,Dec,48,0.0,18.17142857142857,30.45714285714286,49.72857142857143,95.54285714285713
Devarakonda,2019-12-08,2019,Dec,49,0.4,18.94285714285714,28.45,59.42142857142857,95.87857142857142
Devarakonda,2019-12-15,2019,Dec,50,0.0,17.15,30.52857142857143,43.27857142857142,96.15714285714286
Devarakonda,2019-12-22,2019,Dec,51,0.0,16.82142857142857,29.90714285714285,44.34285714285714,95.34285714285714
Devarakonda,2019-12-29,2019,Dec,52,0.0,18.33571428571429,29.46428571428572,47.62142857142857,90.65714285714286
Devarakonda,2020-01-05,2020,Jan,1,0.0,20.7,29.80714285714286,52.74285714285714,92.89285714285714
Devarakonda,2020-01-12,2020,Jan,2,0.0,19.47142857142857,29.41428571428571,52.95714285714286,90.65714285714286
Devarakonda,2020-01-19,2020,Jan,3,0.0,16.48571428571429,31.22857142857143,33.28571428571428,91.51428571428572
Devarakonda,2020-01-26,2020,Jan,4,0.0,16.65714285714285,31.84285714285715,33.77142857142857,87.14285714285714
Devarakonda,2020-02-02,2020,Feb,5,0.0,19.4,33.81428571428571,31.45714285714286,88.55714285714285
Devarakonda,2020-02-09,2020,Feb,6,0.0,19.14285714285714,33.12857142857143,30.61428571428572,89.75714285714285
Devarakonda,2020-02-16,2020,Feb,7,0.0,18.32857142857143,30.94285714285714,37.55714285714286,79.27142857142857
Devarakonda,2020-02-23,2020,Feb,8,0.0,16.48571428571429,33.1,23.94285714285714,82.34285714285714
Devarakonda,2020-03-01,2020,Mar,9,0.0,19.7,33.84285714285714,28.72857142857143,88.31428571428572
Devarakonda,2020-03-08,2020,Mar,10,0.0,22.04285714285714,35.25714285714286,27.78571428571428,81.82857142857142
Devarakonda,2020-03-15,2020,Mar,11,0.0,21.98571428571429,35.05714285714286,33.61428571428571,83.37142857142858
Devarakonda,2020-03-22,2020,Mar,12,0.2571428571428572,21.84285714285715,36.51428571428571,25.21428571428572,80.85714285714286
Devarakonda,2020-03-29,2020,Mar,13,0.0,22.41428571428571,36.48571428571429,24.27142857142857,67.92857142857143
Devarakonda,2020-04-05,2020,Apr,14,0.0,24.2,38.1,19.3,58.37142857142857
Devarakonda,2020-04-12,2020,Apr,15,3.357142857142857,24.1,37.8,28.3,78.65714285714286
Devarakonda,2020-04-19,2020,Apr,16,0.0,24.34285714285715,39.18571428571429,18.87142857142857,69.21428571428571
Devarakonda,2020-04-26,2020,Apr,17,0.0,26.18571428571429,39.82857142857143,23.91428571428571,72.14285714285714
Devarakonda,2020-05-03,2020,May,18,2.971428571428572,25.62857142857143,39.08571428571429,28.32857142857143,84.68571428571428
Devarakonda,2020-05-10,2020,May,19,1.114285714285714,27.85714285714286,40.1,29.14285714285714,77.37142857142858
Devarakonda,2020-05-17,2020,May,20,0.0,27.14285714285714,38.68571428571429,26.35714285714286,66.28571428571429
Devarakonda,2020-05-24,2020,May,21,0.2285714285714286,28.62857142857143,41.57142857142857,16.38571428571428,61.82857142857142
Devarakonda,2020-05-31,2020,May,22,1.0,29.78571428571428,42.47142857142858,21.9,71.75714285714285
Devarakonda,2020-06-07,2020,Jun,23,4.042857142857143,26.64285714285714,37.35714285714285,36.87142857142857,78.61428571428571
Devarakonda,2020-06-14,2020,Jun,24,2.885714285714286,26.42857142857143,35.38571428571429,46.41428571428571,84.77142857142857
Devarakonda,2020-06-21,2020,Jun,25,1.428571428571429,26.7,35.47142857142858,47.6,83.02857142857144
Devarakonda,2020-06-28,2020,Jun,26,3.271428571428571,26.85714285714286,36.64285714285715,43.81428571428571,85.67142857142858
Devarakonda,2020-07-05,2020,Jul,27,5.857142857142857,26.35,35.65,55.83571428571429,95.07857142857142
Devarakonda,2020-07-12,2020,Jul,28,2.214285714285714,26.11428571428572,34.07857142857143,62.59285714285715,92.40714285714286
Devarakonda,2020-07-19,2020,Jul,29,6.7,25.52857142857143,32.95,68.72142857142858,95.52142857142857
Devarakonda,2020-07-26,2020,Jul,30,1.242857142857143,24.59285714285715,33.67857142857143,58.53571428571428,94.15714285714286
Devarakonda,2020-08-02,2020,Aug,31,3.914285714285714,25.78571428571428,34.82857142857143,60.03571428571428,95.54285714285713
Devarakonda,2020-08-09,2020,Aug,32,1.871428571428571,26.05,33.52857142857142,69.09285714285714,93.16428571428571
Devarakonda,2020-08-16,2020,Aug,33,17.65714285714285,24.65,30.07857142857143,81.85714285714286,99.87857142857142
Devarakonda,2020-08-23,2020,Aug,34,5.042857142857143,25.00714285714286,30.19285714285714,83.79285714285713,99.01428571428572
Devarakonda,2020-08-30,2020,Aug,35,0.7714285714285715,25.37857142857143,33.29285714285714,71.90714285714286,97.27857142857144
Devarakonda,2020-09-06,2020,Sep,36,0.1428571428571428,25.08571428571429,34.72142857142858,64.65,98.71428571428571
Devarakonda,2020-09-13,2020,Sep,37,0.9142857142857144,25.34285714285715,36.11428571428571,54.35714285714285,98.81428571428572
Devarakonda,2020-09-20,2020,Sep,38,13.1,25.08571428571429,31.55714285714286,81.81428571428572,99.75714285714285
Devarakonda,2020-09-27,2020,Sep,39,6.857142857142857,24.9,31.82857142857143,80.44285714285715,99.91428571428571
Devarakonda,2020-10-04,2020,Oct,40,3.633333333333333,24.5,34.0,73.53333333333335,100.0
Devarakonda,2021-04-04,2021,Apr,13,0.0,23.55,40.775,7.525,59.325
Devarakonda,2021-04-11,2021,Apr,14,0.0,23.11428571428572,37.81428571428571,27.74285714285714,88.39999999999999
Devarakonda,2021-04-18,2021,Apr,15,1.028571428571429,23.14285714285714,37.54285714285714,29.08571428571429,86.68571428571428
Devarakonda,2021-04-25,2021,Apr,16,4.328571428571428,24.78571428571428,37.85714285714285,28.41428571428571,86.64285714285714
Devarakonda,2021-05-02,2021,May,17,0.0,24.9,37.74444444444444,17.86666666666667,60.08888888888888
Devarakonda,2021-05-09,2021,May,18,0.0,26.61428571428572,38.15714285714286,13.92857142857143,37.24285714285714
Devarakonda,2021-05-16,2021,May,19,1.071428571428571,26.41428571428571,38.82857142857143,17.58571428571429,43.85714285714285
Devarakonda,2021-05-23,2021,May,20,6.428571428571429,26.44285714285714,37.01428571428572,42.85714285714285,89.84285714285714
Devarakonda,2021-05-30,2021,May,21,1.5,27.21428571428572,39.42857142857143,28.95714285714286,79.52857142857144
Devarakonda,2021-06-06,2021,Jun,22,15.25714285714286,25.18571428571429,37.35714285714285,49.12857142857143,90.21428571428571
Devarakonda,2021-06-13,2021,Jun,23,0.4285714285714285,25.78571428571428,35.58571428571428,48.04285714285714,83.78571428571429
Devarakonda,2021-06-20,2021,Jun,24,0.1571428571428572,25.44285714285714,33.74285714285714,49.4,83.81428571428572
Devarakonda,2021-06-27,2021,Jun,25,6.600000000000001,25.68571428571429,35.38571428571429,36.75714285714286,77.64285714285714
Devarakonda,2021-07-04,2021,Jul,26,0.07142857142857142,25.44285714285714,34.17142857142857,53.1,93.78571428571429
Devarakonda,2021-07-11,2021,Jul,27,11.25714285714286,24.57142857142857,34.82857142857143,50.64285714285715,93.27142857142857
Devarakonda,2021-07-18,2021,Jul,28,2.757142857142857,23.98571428571429,31.98571428571428,71.47142857142858,98.31428571428572
Devarakonda,2021-07-25,2021,Jul,29,9.271428571428572,23.64285714285714,30.0,71.82857142857144,90.15714285714286
Devarakonda,2021-08-01,2021,Aug,30,0.0,24.67142857142857,32.44285714285714,51.71428571428572,73.55714285714285
Devarakonda,2021-08-08,2021,Aug,31,0.0,24.9,33.27142857142857,43.77142857142857,75.85714285714286
Devarakonda,2021-08-15,2021,Aug,32,7.971428571428571,25.22857142857143,33.88571428571429,47.51428571428572,85.35714285714286
Devarakonda,2021-08-22,2021,Aug,33,2.057142857142857,23.81428571428571,30.98571428571429,72.34285714285714,97.39999999999999
Devarakonda,2021-08-29,2021,Aug,34,6.242857142857143,23.62857142857143,34.08571428571428,60.67142857142857,99.54285714285713
Devarakonda,2021-09-05,2021,Sep,35,10.98571428571428,23.12857142857143,32.12857142857143,76.05714285714285,100.0
Devarakonda,2021-09-12,2021,Sep,36,1.057142857142857,23.72857142857143,31.4,67.44285714285715,96.08571428571429
Devarakonda,2021-09-19,2021,Sep,37,0.1428571428571428,23.68571428571429,33.54285714285714,51.77142857142857,96.64285714285714
Devarakonda,2021-09-26,2021,Sep,38,8.614285714285714,23.62857142857143,33.44285714285714,61.55714285714286,100.0
Devarakonda,2021-10-03,2021,Oct,39,2.171428571428572,23.45714285714286,32.85714285714285,65.9857142857143,100.0
Devarakonda,2021-10-10,2021,Oct,40,5.828571428571428,23.45714285714286,33.8,61.25714285714286,100.0
Devarakonda,2021-10-17,2021,Oct,41,2.342857142857143,22.35714285714286,33.3,50.32857142857143,100.0
Devarakonda,2021-10-24,2021,Oct,42,0.0,22.55714285714286,34.1,41.14285714285715,99.17142857142858
Devarakonda,2021-10-31,2021,Oct,43,1.114285714285714,19.9,32.57142857142857,41.82857142857143,95.12857142857142
Devarakonda,2021-11-07,2021,Nov,44,2.242857142857143,21.34285714285715,30.51428571428571,73.05714285714285,100.0
Devarakonda,2021-11-14,2021,Nov,45,0.7999999999999999,20.02857142857143,29.62857142857143,54.84285714285714,94.17142857142858
Devarakonda,2021-11-21,2021,Nov,46,4.342857142857143,23.27142857142857,29.32857142857143,86.27142857142857,99.45714285714287
Devarakonda,2021-11-28,2021,Nov,47,0.02857142857142857,20.94285714285714,31.62857142857143,61.12857142857143,99.25714285714285
Devarakonda,2021-12-05,2021,Dec,48,0.0,19.37142857142857,29.82857142857143,52.9,94.61428571428571
Devarakonda,2021-12-12,2021,Dec,49,1.171428571428571,19.41428571428571,31.67142857142857,48.08571428571429,100.0
Devarakonda,2021-12-19,2021,Dec,50,0.0,15.75714285714286,30.01428571428571,43.04285714285714,100.0
Devarakonda,2021-12-26,2021,Dec,51,0.0,12.37142857142857,31.25714285714286,26.71428571428572,100.0
Devarakonda,2022-01-02,2022,Jan,52,0.0,16.51428571428571,30.54285714285714,44.47142857142858,99.87142857142858
Devarakonda,2022-01-09,2022,Jan,1,0.0,15.98571428571429,30.31428571428571,42.9,100.0
Devarakonda,2022-01-16,2022,Jan,2,0.5285714285714286,19.78571428571428,31.17142857142857,51.31428571428571,99.64285714285714
Devarakonda,2022-01-23,2022,Jan,3,0.5142857142857143,16.65714285714285,32.18571428571429,37.91428571428571,98.92857142857143
Devarakonda,2022-01-30,2022,Jan,4,0.0,14.41428571428571,31.47142857142857,28.2,78.92857142857143
Devarakonda,2022-02-06,2022,Feb,5,0.0,9.299999999999999,35.64285714285715,11.5,97.71428571428571
Devarakonda,2022-02-13,2022,Feb,6,0.0,11.28571428571429,35.95714285714286,18.84285714285715,100.0
Devarakonda,2022-02-20,2022,Feb,7,0.0,12.84285714285714,36.28571428571428,14.74285714285714,100.0
Devarakonda,2022-02-27,2022,Feb,8,0.0,11.48571428571429,38.14285714285715,8.885714285714286,100.0
Devarakonda,2022-03-06,2022,Mar,9,0.0,16.01428571428572,35.42857142857143,14.0,79.04285714285713
Devarakonda,2022-03-13,2022,Mar,10,0.0,19.61428571428572,35.34285714285714,21.84285714285715,71.28571428571429
Devarakonda,2022-03-20,2022,Mar,11,0.4714285714285714,19.88571428571428,37.9,14.77142857142857,57.62857142857143
Devarakonda,2022-03-27,2022,Mar,12,0.0,23.9,38.08571428571429,27.91428571428571,86.39999999999999
Devarakonda,2022-04-03,2022,Apr,13,0.0,23.62857142857143,39.47142857142858,25.74285714285714,91.01428571428572
Devarakonda,2022-04-10,2022,Apr,14,0.0,23.02857142857143,38.75714285714286,23.94285714285714,79.72857142857143
Devarakonda,2022-04-17,2022,Apr,15,0.02857142857142857,24.1,38.61428571428571,22.55714285714286,76.11428571428571
Devarakonda,2022-04-24,2022,Apr,16,0.0,25.82857142857143,40.5,20.91428571428571,68.10000000000001
Devarakonda,2022-05-01,2022,May,17,0.0,26.41666666666667,42.26666666666667,16.33333333333333,61.58333333333334
Devarakonda,2022-06-05,2022,Jun,22,0.04,28.5,41.23999999999999,19.48,56.27999999999999
Devarakonda,2022-06-12,2022,Jun,23,0.6,26.81428571428571,39.82857142857143,24.44285714285714,63.58571428571428
Devarakonda,2022-06-19,2022,Jun,24,15.88571428571429,24.41428571428571,37.11428571428571,36.61428571428571,88.61428571428571
Devarakonda,2022-06-26,2022,Jun,25,0.0,25.71428571428572,35.12857142857143,39.18571428571429,69.5
Devarakonda,2022-07-03,2022,Jul,26,0.8142857142857142,25.28571428571428,34.12857142857143,44.57142857142857,82.41428571428571
Devarakonda,2022-07-10,2022,Jul,27,13.05714285714286,23.87142857142857,31.12857142857143,65.04285714285714,96.08571428571429
Devarakonda,2022-07-17,2022,Jul,28,4.057142857142857,23.8,29.21428571428572,70.55714285714285,97.04285714285713
